Facility_ID,FacilityName,StreetNo,StreetName,StreetType,SuburbTown,Postcode,Latitude,Longitude,FaciltySportPlayedID,SportsPlayed,FacilityAge,FacilityCondition,FacilityUpgradeAge,LGA
CARDIN11049,Holm Park Road,,Holm Park,Road,Beaconsfield,3808.0,-38.038271,145.370157,23419,Australian Rules Football,0 - 5 Years,5. Very Good,New facility under construction,Cardinia
CARDIN11017,Koo Wee Rup Recreation Reserve,,Denhams,Road,Koo Wee Rup,3981.0,-38.189954,145.492875,23351,Australian Rules Football,26 - 50 Years,3. Average,,Cardinia
CARDIN11023,Lang Lang Showgrounds Reserve,,Westernport,Road,Lang Lang,3984.0,-38.268214,145.560478,23361,Australian Rules Football,26 - 50 Years,3. Average,1 - 5 Years,Cardinia
CARDIN11028,Mountain Rd Recreation Reserve,,Mountain,Road,Cockatoo,3781.0,-37.926679,145.50361999999998,23371,Australian Rules Football,11 - 25 Years,4. Good,,Cardinia
CARDIN11029,Nar Nar Goon Recreation Reserve,,Spencer,Street,Nar Nar Goon,3812.0,-38.084386,145.572546,23374,Australian Rules Football,26 - 50 Years,4. Good,Upgrade in progress,Cardinia
CARDIN11030,Officer Recreation Reserve,,Princes,Highway,Officer,3809.0,-38.060227000000005,145.417171,23379,Australian Rules Football,26 - 50 Years,4. Good,New facility under construction,Cardinia
CARDIN11031,O'Neil Rd Recreation Reserve,,Princes,Highway,Beaconsfield,3807.0,-38.052537,145.378095,23383,Australian Rules Football,,,,Cardinia
CARDIN11041,Toomuc Reserve,,Princes,Highway,Pakenham,3810.0,-38.066093,145.46010800000002,23401,Australian Rules Football,11 - 25 Years,5. Very Good,,Cardinia
CARDIN11044,Upper Beaconsfield Recreation Reserve,,Stoney Creek,Road,Upper Beaconsfield,3808.0,-37.995803,145.41702,23408,Australian Rules Football,26 - 50 Years,4. Good,11 + Years,Cardinia
CARDIN11046,Worrell Reserve,,Belgrave-Gembrook,Road,Emerald,3782.0,-37.928364,145.446333,23413,Australian Rules Football,26 - 50 Years,4. Good,11 + Years,Cardinia
CARDIN10994,Cardinia Life,4,Olympic,Way,Pakenham,3810.0,-38.065909000000005,145.459523,23302,Badminton,6 - 10 Years,5. Very Good,,Cardinia
CARDIN11041,Toomuc Reserve,,Princes,Highway,Pakenham,3810.0,-38.066093,145.46010800000002,23402,Baseball,11 - 25 Years,4. Good,,Cardinia
CARDIN10990,Bunyip Basketball Stadium,,Nar Nar Goon-Longwarry,Road,Bunyip,3815.0,-38.100945,145.718807,23290,Basketball,0 - 5 Years,5. Very Good,,Cardinia
CARDIN10994,Cardinia Life,4,Olympic,Way,Pakenham,3810.0,-38.065909000000005,145.459523,23303,Basketball,6 - 10 Years,5. Very Good,,Cardinia
CARDIN10999,Cockatoo Indoor Sports Complex,,Mountain,Road,Cockatoo,3781.0,-37.926679,145.50361999999998,23321,Basketball,11 - 25 Years,4. Good,,Cardinia
CARDIN10987,Atkins Road Reserve,,Atkins,Road,Pakenham,3810.0,-38.069234,145.488209,23283,BMX,,,,Cardinia
CARDIN10992,Cockatoo Bowls & Tennis Club,,Pakenham,Road,Cockatoo,3781.0,-37.937095,145.490575,23297,BMX,,,,Cardinia
CARDIN11007,Garfield Recreation Reserve,,Beswick,Street,Garfield,3814.0,-38.094592,145.677927,23332,BMX,,,,Cardinia
CARDIN11010,Homegarth Reserve,,Martingale,Place,Pakenham,3810.0,-38.071965000000006,145.497346,23342,BMX,,,,Cardinia
CARDIN11011,Hope St park,,Hope,Street,Bunyip,3815.0,-38.097682,145.716103,23343,BMX,,,,Cardinia
CARDIN11015,Kath Roberts Reserve,,Kathleen,Court,Beaconsfield,3807.0,-38.044270000000004,145.37206799999998,23347,BMX,,,,Cardinia
CARDIN11029,Nar Nar Goon Recreation Reserve,,Spencer,Street,Nar Nar Goon,3812.0,-38.084386,145.572546,23375,BMX,,,,Cardinia
CARDIN11044,Upper Beaconsfield Recreation Reserve,,Stoney Creek,Road,Upper Beaconsfield,3808.0,-37.995803,145.41702,23409,BMX,,,,Cardinia
CARDIN10988,Beaconsfield Recreation Reserve,,Beaconsfield-Emerald,Road,Beaconsfield,3807.0,-38.041315999999995,145.367486,23285,Cricket,26 - 50 Years,3. Average,11 + Years,Cardinia
CARDIN10991,Bunyip Showgwrounds Reserve,,Longwarry,Road,Bunyip,3815.0,-38.101276,145.719056,23292,Cricket,26 - 50 Years,4. Good,< 1 Years,Cardinia
CARDIN10995,Cardinia Recreation Reserve,,Ballarto,Road,Cardinia,3978.0,-38.147415,145.42779099999998,23308,Cricket,11 - 25 Years,4. Good,,Cardinia
CARDIN10996,Catani Recreation Reserve,,Taplins,Road,Catani,3981.0,-38.194176,145.63939399999998,23312,Cricket,6 - 10 Years,5. Very Good,,Cardinia
CARDIN10997,Chandler Recreation Reserve,,Belgrave-Gembrook,Road,Avonsleigh,3782.0,-37.924098,145.463604,23317,Cricket,26 - 50 Years,3. Average,,Cardinia
CARDIN11000,Cora Lynn Recreation Reserve,,Nine Mile,Road,Cora Lynn,3814.0,-38.143429,145.607454,23323,Cricket,26 - 50 Years,4. Good,1 - 5 Years,Cardinia
CARDIN11007,Garfield Recreation Reserve,,Beswick,Street,Garfield,3814.0,-38.094592,145.677927,23333,Cricket,51 Years +,4. Good,1 - 5 Years,Cardinia
CARDIN11009,Gembrook Recreation Reserve,,Main,Road,Gembrook,3783.0,-37.947721,145.531197,23340,Cricket,26 - 50 Years,3. Average,,Cardinia
CARDIN11049,Holm Park Road,,Holm Park,Road,Beaconsfield,3808.0,-38.038271,145.370157,23420,Cricket,0 - 5 Years,5. Very Good,New facility under construction,Cardinia
CARDIN11017,Koo Wee Rup Recreation Reserve,,Denhams,Road,Koo Wee Rup,3981.0,-38.189954,145.492875,23352,Cricket,26 - 50 Years,3. Average,,Cardinia
CARDIN11019,Lakeside Recreation Reserve,,Shearwater,Drive,Pakenham,3810.0,-38.067717,145.437548,23356,Cricket,11 - 25 Years,4. Good,,Cardinia
CARDIN11021,Lang Lang Recreation Oval,,Westernport,Road,Lang Lang,3984.0,-38.263184,145.571112,23359,Cricket,,,,Cardinia
CARDIN11023,Lang Lang Showgrounds Reserve,,Westernport,Road,Lang Lang,3984.0,-38.268214,145.560478,23362,Cricket,26 - 50 Years,3. Average,1 - 5 Years,Cardinia
CARDIN11026,Maryknoll Recreation Reserve,,Marrakilla,Road,Maryknoll,3812.0,-38.03678,145.604734,23367,Cricket,0 - 5 Years,5. Very Good,,Cardinia
CARDIN11028,Mountain Rd Recreation Reserve,,Mountain,Road,Cockatoo,3781.0,-37.926679,145.50361999999998,23372,Cricket,11 - 25 Years,4. Good,,Cardinia
CARDIN11029,Nar Nar Goon Recreation Reserve,,Spencer,Street,Nar Nar Goon,3812.0,-38.084386,145.572546,23376,Cricket,26 - 50 Years,4. Good,Upgrade in progress,Cardinia
CARDIN11030,Officer Recreation Reserve,,Princes,Highway,Officer,3809.0,-38.060227000000005,145.417171,23380,Cricket,26 - 50 Years,4. Good,New facility under construction,Cardinia
CARDIN11031,O'Neil Rd Recreation Reserve,,Princes,Highway,Beaconsfield,3807.0,-38.052537,145.378095,23384,Cricket,,,,Cardinia
CARDIN11036,Pakenham Upper Recreation Reserve,,Pakenham,Road,Pakenham Upper,3810.0,-38.013459000000005,145.51157,23391,Cricket,26 - 50 Years,5. Very Good,< 1 Years,Cardinia
CARDIN11039,Rythdale Recreation Reserve,,Soldiers,Road,Pakenham South,3810.0,-38.134489,145.468554,23395,Cricket,6 - 10 Years,4. Good,,Cardinia
CARDIN11041,Toomuc Reserve,,Princes,Highway,Pakenham,3810.0,-38.066093,145.46010800000002,23403,Cricket,11 - 25 Years,5. Very Good,,Cardinia
CARDIN11043,Tynong Recreation Reserve,,Park,Road,Tynong,3813.0,-38.087841999999995,145.627035,23406,Cricket,26 - 50 Years,4. Good,11 + Years,Cardinia
CARDIN11044,Upper Beaconsfield Recreation Reserve,,Stoney Creek,Road,Upper Beaconsfield,3808.0,-37.995803,145.41702,23410,Cricket,26 - 50 Years,4. Good,11 + Years,Cardinia
CARDIN11046,Worrell Reserve,,Belgrave-Gembrook,Road,Emerald,3782.0,-37.928364,145.446333,23414,Cricket,26 - 50 Years,4. Good,11 + Years,Cardinia
CARDIN5310,Cora Lynne - Nar Nar Goon Circuit,,nan,Nan,Nan,0.0,-38.144278,145.60618,27558,Cycling,,,,Cardinia
CARDIN5314,Cora Lynne - Ripplebrook,,Bunyip River,Road,Cora Lynne,3814.0,-38.145173,145.60558999999998,27562,Cycling,,,,Cardinia
CARDIN5436,Dallas Brooks Park,,nan,Nan,Nan,0.0,-37.996543,145.40111299999998,27691,Cycling,,,,Cardinia
CARDIN5313,Lang Lang - Yannathan,,Westernport,Road,Lang Lang,3984.0,-38.266422,145.56253999999998,27561,Cycling,,,,Cardinia
CARDIN5309,Modella Circuit,,Koo Wee Rup - Longwarry,Road,Modella,3816.0,-38.187803,145.7094,27557,Cycling,,,,Cardinia
CARDIN5434,Officer Scout Park,,nan,Nan,Nan,0.0,-38.039084,145.409023,27689,Cycling,,,,Cardinia
CARDIN10986,Anytime Fitness Pakenham,50,John,Street,Pakenham,3810.0,-38.076978999999994,145.48309799999998,23282,Gym / Fitness,,,,Cardinia
CARDIN10994,Cardinia Life,4,Olympic,Way,Pakenham,3810.0,-38.065909000000005,145.459523,23304,Gym / Fitness,6 - 10 Years,5. Very Good,,Cardinia
CARDIN11013,Hype Youth Gym,2,Beaconsfield-Emerald,Road,Beaconsfield,3807.0,-38.041491,145.368302,23345,Gym / Fitness,,,,Cardinia
CARDIN11004,Jetts Pakenham,b2/855,Princess,Highway,Pakenham,3810.0,-38.061301,145.457652,23328,Gym / Fitness,,,,Cardinia
CARDIN11037,Pinnacle Fitness,70,Princes,Highway,Beaconsfield,3807.0,-38.055244,145.381489,23393,Gym / Fitness,,,,Cardinia
CARDIN11045,Vibe Health & Fitness,366,Belgrave-Gembrook,Road,Emerald,3782.0,-37.93159,145.44235600000002,23412,Gym / Fitness,,,,Cardinia
CARDIN10989,Beaconshill Golf Course,,Stoney Creek,Road,Upper Beaconsfield,3808.0,-37.983121999999995,145.418173,23289,Golf,11 - 25 Years,5. Very Good,,Cardinia
CARDIN11002,Emerald Golf and Country Club,,Lakeside,Drive,Emerald,3782.0,-37.914305,145.457548,23326,Golf,26 - 50 Years,4. Good,11 + Years,Cardinia
CARDIN11006,Garfield Golf Club,,Thirteen Mile,Road,Garfield,3814.0,-38.108043,145.668051,23330,Golf,26 - 50 Years,4. Good,6 - 10 Years,Cardinia
CARDIN11027,Motuna Golf Course,,Beaconsfield-Emerald,Road,Guys Hill,3807.0,-38.017865,145.383423,23369,Golf,26 - 50 Years,4. Good,1 - 5 Years,Cardinia
CARDIN11033,Pakenham Golf Club,,Princes,Highway,Pakenham,3810.0,-38.072038,145.50675900000002,23388,Golf,26 - 50 Years,4. Good,1 - 5 Years,Cardinia
CARDIN10988,Beaconsfield Recreation Reserve,,Beaconsfield-Emerald,Road,Beaconsfield,3807.0,-38.041315999999995,145.367486,23286,Netball,,,,Cardinia
CARDIN10991,Bunyip Showgwrounds Reserve,,Longwarry,Road,Bunyip,3815.0,-38.101276,145.719056,23294,Netball,26 - 50 Years,2. Poor,11 + Years,Cardinia
CARDIN10996,Catani Recreation Reserve,,Taplins,Road,Catani,3981.0,-38.194176,145.63939399999998,23314,Netball,26 - 50 Years,5. Very Good,,Cardinia
CARDIN10997,Chandler Recreation Reserve,,Belgrave-Gembrook,Road,Avonsleigh,3782.0,-37.924098,145.463604,23318,Netball,26 - 50 Years,3. Average,,Cardinia
CARDIN11000,Cora Lynn Recreation Reserve,,Nine Mile,Road,Cora Lynn,3814.0,-38.143429,145.607454,23324,Netball,26 - 50 Years,1. Very Poor,,Cardinia
CARDIN11007,Garfield Recreation Reserve,,Beswick,Street,Garfield,3814.0,-38.094592,145.677927,23335,Netball,26 - 50 Years,4. Good,6 - 10 Years,Cardinia
CARDIN11009,Gembrook Recreation Reserve,,Main,Road,Gembrook,3783.0,-37.947721,145.531197,23341,Netball,6 - 10 Years,3. Average,,Cardinia
CARDIN11017,Koo Wee Rup Recreation Reserve,,Denhams,Road,Koo Wee Rup,3981.0,-38.189954,145.492875,23354,Netball,26 - 50 Years,4. Good,,Cardinia
CARDIN11023,Lang Lang Showgrounds Reserve,,Westernport,Road,Lang Lang,3984.0,-38.268214,145.560478,23364,Netball,26 - 50 Years,3. Average,6 - 10 Years,Cardinia
CARDIN11028,Mountain Rd Recreation Reserve,,Mountain,Road,Cockatoo,3781.0,-37.926679,145.50361999999998,23373,Netball,11 - 25 Years,4. Good,,Cardinia
CARDIN11029,Nar Nar Goon Recreation Reserve,,Spencer,Street,Nar Nar Goon,3812.0,-38.084386,145.572546,23377,Netball,26 - 50 Years,4. Good,,Cardinia
CARDIN11030,Officer Recreation Reserve,,Princes,Highway,Officer,3809.0,-38.060227000000005,145.417171,23381,Netball,26 - 50 Years,4. Good,11 + Years,Cardinia
CARDIN11041,Toomuc Reserve,,Princes,Highway,Pakenham,3810.0,-38.066093,145.46010800000002,23404,Netball,11 - 25 Years,5. Very Good,,Cardinia
CARDIN11046,Worrell Reserve,,Belgrave-Gembrook,Road,Emerald,3782.0,-37.928364,145.446333,23415,Netball,26 - 50 Years,4. Good,,Cardinia
CARDIN10994,Cardinia Life,4,Olympic,Way,Pakenham,3810.0,-38.065909000000005,145.459523,23305,Netball (Indoor),6 - 10 Years,5. Very Good,,Cardinia
CARDIN10992,Cockatoo Bowls & Tennis Club,,Pakenham,Road,Cockatoo,3781.0,-37.937095,145.490575,23299,Skating,,,,Cardinia
CARDIN11007,Garfield Recreation Reserve,,Beswick,Street,Garfield,3814.0,-38.094592,145.677927,23336,Skating,,,,Cardinia
CARDIN11008,Gembrook Leisure park,,Gembrook,Road,Gembrook,3783.0,-37.953405,145.554043,23338,Skating,,,,Cardinia
CARDIN11016,Koo Wee Rup Bowls & Tennis Club,,Rossiter,Road,Koo Wee Rup,3981.0,-38.201046999999996,145.485264,23349,Skating,,,,Cardinia
CARDIN11024,Lang Lang Tennis Club,,Roseberry,Street,Lang Lang,3984.0,-38.264987,145.56651499999998,23365,Skating,,,,Cardinia
CARDIN11032,Pakenham Bowls & Tennis Club,,Anderson,Street,Pakenham,3810.0,-38.073728,145.48311,23386,Skating,,,,Cardinia
CARDIN10991,Bunyip Showgwrounds Reserve,,Longwarry,Road,Bunyip,3815.0,-38.101276,145.719056,23295,Soccer,26 - 50 Years,2. Poor,,Cardinia
CARDIN10995,Cardinia Recreation Reserve,,Ballarto,Road,Cardinia,3978.0,-38.147415,145.42779099999998,23309,Soccer,11 - 25 Years,4. Good,,Cardinia
CARDIN11019,Lakeside Recreation Reserve,,Shearwater,Drive,Pakenham,3810.0,-38.067717,145.437548,23357,Soccer,11 - 25 Years,4. Good,,Cardinia
CARDIN10994,Cardinia Life,4,Olympic,Way,Pakenham,3810.0,-38.065909000000005,145.459523,23306,Soccer (Indoor),6 - 10 Years,5. Very Good,,Cardinia
CARDIN10994,Cardinia Life,4,Olympic,Way,Pakenham,3810.0,-38.065909000000005,145.459523,23307,Swimming,6 - 10 Years,5. Very Good,,Cardinia
CARDIN11003,Emerald Lake wading Pool,,Emerald Lake,Road,Emerald,3782.0,-37.929465,145.445742,23327,Swimming,51 Years +,3. Average,1 - 5 Years,Cardinia
CARDIN11005,Garfield Community Swimming Pool,,Beswick,Street,Garfield,3814.0,-38.094592,145.677927,23329,Swimming,26 - 50 Years,4. Good,Upgrade in progress,Cardinia
CARDIN11018,koo Wee Rup Swimming Pool,,Rossiter,Road,Koo Wee Rup,3981.0,-38.201046999999996,145.485264,23355,Swimming,26 - 50 Years,4. Good,1 - 5 Years,Cardinia
CARDIN11034,Pakenham Outdoor Pool,,Anderson,Street,Pakenham,3810.0,-38.073728,145.48311,23389,Swimming,51 Years +,5. Very Good,6 - 10 Years,Cardinia
CARDIN10988,Beaconsfield Recreation Reserve,,Beaconsfield-Emerald,Road,Beaconsfield,3807.0,-38.041315999999995,145.367486,23287,Tennis (Outdoor),26 - 50 Years,3. Average,11 + Years,Cardinia
CARDIN10988,Beaconsfield Recreation Reserve,,Beaconsfield-Emerald,Road,Beaconsfield,3807.0,-38.041315999999995,145.367486,23288,Tennis (Outdoor),26 - 50 Years,5. Very Good,1 - 5 Years,Cardinia
CARDIN10991,Bunyip Showgwrounds Reserve,,Longwarry,Road,Bunyip,3815.0,-38.101276,145.719056,23296,Tennis (Outdoor),26 - 50 Years,2. Poor,,Cardinia
CARDIN10995,Cardinia Recreation Reserve,,Ballarto,Road,Cardinia,3978.0,-38.147415,145.42779099999998,23310,Tennis (Outdoor),26 - 50 Years,3. Average,11 + Years,Cardinia
CARDIN10996,Catani Recreation Reserve,,Taplins,Road,Catani,3981.0,-38.194176,145.63939399999998,23315,Tennis (Outdoor),26 - 50 Years,5. Very Good,,Cardinia
CARDIN10997,Chandler Recreation Reserve,,Belgrave-Gembrook,Road,Avonsleigh,3782.0,-37.924098,145.463604,23319,Tennis (Outdoor),26 - 50 Years,3. Average,,Cardinia
CARDIN10992,Cockatoo Bowls & Tennis Club,,Pakenham,Road,Cockatoo,3781.0,-37.937095,145.490575,23300,Tennis (Outdoor),26 - 50 Years,5. Very Good,1 - 5 Years,Cardinia
CARDIN11007,Garfield Recreation Reserve,,Beswick,Street,Garfield,3814.0,-38.094592,145.677927,23337,Tennis (Outdoor),,,,Cardinia
CARDIN11016,Koo Wee Rup Bowls & Tennis Club,,Rossiter,Road,Koo Wee Rup,3981.0,-38.201046999999996,145.485264,23350,Tennis (Outdoor),,,,Cardinia
CARDIN11024,Lang Lang Tennis Club,,Roseberry,Street,Lang Lang,3984.0,-38.264987,145.56651499999998,23366,Tennis (Outdoor),11 - 25 Years,4. Good,,Cardinia
CARDIN11026,Maryknoll Recreation Reserve,,Marrakilla,Road,Maryknoll,3812.0,-38.03678,145.604734,23368,Tennis (Outdoor),0 - 5 Years,5. Very Good,,Cardinia
CARDIN11029,Nar Nar Goon Recreation Reserve,,Spencer,Street,Nar Nar Goon,3812.0,-38.084386,145.572546,23378,Tennis (Outdoor),26 - 50 Years,3. Average,,Cardinia
CARDIN11030,Officer Recreation Reserve,,Princes,Highway,Officer,3809.0,-38.060227000000005,145.417171,23382,Tennis (Outdoor),26 - 50 Years,4. Good,,Cardinia
CARDIN11032,Pakenham Bowls & Tennis Club,,Anderson,Street,Pakenham,3810.0,-38.073728,145.48311,23387,Tennis (Outdoor),26 - 50 Years,4. Good,1 - 5 Years,Cardinia
CARDIN11035,Pakenham Regional Tennis Centre,,Webster,Way,Pakenham,3810.0,-38.086806,145.48604,23390,Tennis (Outdoor),0 - 5 Years,5. Very Good,,Cardinia
CARDIN11036,Pakenham Upper Recreation Reserve,,Pakenham,Road,Pakenham Upper,3810.0,-38.013459000000005,145.51157,23392,Tennis (Outdoor),0 - 5 Years,5. Very Good,< 1 Years,Cardinia
CARDIN11039,Rythdale Recreation Reserve,,Soldiers,Road,Pakenham South,3810.0,-38.134489,145.468554,23396,Tennis (Outdoor),26 - 50 Years,3. Average,,Cardinia
CARDIN11040,Sutherland Park Recreation Reserve,,Stoney Creek,Road,Upper Beaconsfield,3808.0,-37.998753,145.411076,23397,Tennis (Outdoor),11 - 25 Years,5. Very Good,6 - 10 Years,Cardinia
CARDIN11040,Sutherland Park Recreation Reserve,,Stoney Creek,Road,Upper Beaconsfield,3808.0,-37.998753,145.411076,23398,Tennis (Outdoor),11 - 25 Years,5. Very Good,6 - 10 Years,Cardinia
CARDIN11042,Tynong North Reserve,,Tynong,Road,Tynong,3813.0,-38.081982,145.622516,23405,Tennis (Outdoor),26 - 50 Years,2. Poor,,Cardinia
CARDIN11043,Tynong Recreation Reserve,,Park,Road,Tynong,3813.0,-38.087841999999995,145.627035,23407,Tennis (Outdoor),11 - 25 Years,5. Very Good,,Cardinia
CARDIN11046,Worrell Reserve,,Belgrave-Gembrook,Road,Emerald,3782.0,-37.928364,145.446333,23416,Tennis (Outdoor),26 - 50 Years,4. Good,1 - 5 Years,Cardinia
CARDIN11047,Yannathan Recreation Reserve,,Heads,Road,Yannathan,3981.0,-38.227065,145.639128,23417,Tennis (Outdoor),11 - 25 Years,3. Average,,Cardinia
CASEYC12260,Casey Fields,160,Berwick-Cranbourne,Road,Cranbourne East,3977.0,-38.121978999999996,145.312021,20234,Athletics,0 - 5 Years,5. Very Good,1 - 5 Years,Casey
CASEYC12244,Edwin Flack Recreation Reserve,,Manuka,Road,Berwick,3806.0,-38.029053999999995,145.3632,20190,Athletics,11 - 25 Years,3. Average,1 - 5 Years,Casey
CASEYC12259,"Lawson Poole Recreation Reserve,",,Lesdon,Avenue,Cranbourne,3977.0,-38.083526,145.274553,20221,Athletics,,,,Casey
CASEYC12242,Arch Brown Reserve,,Buchanan,Road,Berwick,3806.0,-38.027951,145.354874,20186,Australian Rules Football,26 - 50 Years,4. Good,1 - 5 Years,Casey
CASEYC12299,Banjo Patterson Park,,Patterson,Drive,Lynbrook,3975.0,-38.056559,145.24987,20325,Australian Rules Football,0 - 5 Years,5. Very Good,,Casey
CASEYC12270,Barry Simon Recreation Reserve,,Gleneagles,Drive,Endeavour Hills,3802.0,-37.967677,145.264227,20263,Australian Rules Football,11 - 25 Years,3. Average,1 - 5 Years,Casey
CASEYC5581,Berwick Fields Primary School,35,Gwendoline,Drive,Berwick,3806.0,-38.045403,145.3542,27943,Australian Rules Football,,,1 - 5 Years,Casey
CASEYC12235,Berwick Fields Recreation Reserve,,Gwendolin,Drive,Berwick,3806.0,-38.048455,145.332573,20177,Australian Rules Football,6 - 10 Years,4. Good,1 - 5 Years,Casey
CASEYC12314,"Berwick Springs Recreation Reserve,",,Berwick Springs,Promenade,Narre Warren South,3805.0,-38.070985,145.315223,20359,Australian Rules Football,0 - 5 Years,5. Very Good,,Casey
CASEYC5582,Berwick Springs Reserve,,nan,Nan,Nan,0.0,-38.071346000000005,145.315378,27945,Australian Rules Football,,,1 - 5 Years,Casey
CASEYC12293,"Cairns Road Recreation Reserve,",,Cairns,Road,Hampton Park,3976.0,-38.037459000000005,145.258923,20309,Australian Rules Football,11 - 25 Years,5. Very Good,1 - 5 Years,Casey
CASEYC5583,Carlisle Park Reserve,41,Majestic,Boulevard,Cranbourne,3977.0,-38.08652,145.292502,27948,Australian Rules Football,0 - 5 Years,,1 - 5 Years,Casey
CASEYC12260,Casey Fields,160,Berwick-Cranbourne,Road,Cranbourne East,3977.0,-38.121978999999996,145.312021,20233,Australian Rules Football,6 - 10 Years,5. Very Good,1 - 5 Years,Casey
CASEYC12260,Casey Fields,160,Berwick-Cranbourne,Road,Cranbourne East,3977.0,-38.121978999999996,145.312021,20226,Australian Rules Football,6 - 10 Years,5. Very Good,1 - 5 Years,Casey
CASEYC12271,Charles Green Reserve,,James Cook,Drive,Endeavour Hills,3802.0,-37.985765,145.251995,20265,Australian Rules Football,11 - 25 Years,4. Good,1 - 5 Years,Casey
CASEYC12246,Clyde Recreation Reserve,,Patterson,Road,Clyde,3978.0,-38.11994,145.32829099999998,20196,Australian Rules Football,,,1 - 5 Years,Casey
CASEYC12247,Cranbourne Recreation Reserve,,Sladen,Street,Cranbourne,3977.0,-38.117568,145.283637,20199,Australian Rules Football,26 - 50 Years,3. Average,,Casey
CASEYC12244,Edwin Flack Recreation Reserve,,Manuka,Road,Berwick,3806.0,-38.029053999999995,145.3632,20191,Australian Rules Football,26 - 50 Years,4. Good,1 - 5 Years,Casey
CASEYC12263,Glover Recreation Reserve,,Cross,Road,Devon Meadows,3977.0,-38.156582,145.302598,20241,Australian Rules Football,11 - 25 Years,3. Average,1 - 5 Years,Casey
CASEYC12264,"Glover Recreation Reserve,",,Browns,Road,Devon Meadows,3977.0,-38.15697,145.302327,20247,Australian Rules Football,,,,Casey
CASEYC12292,"Hallam Recreation Reserve,",,Frawley,Road,Hallam,3803.0,-38.001698,145.26916699999998,20305,Australian Rules Football,26 - 50 Years,5. Very Good,< 1 Years,Casey
CASEYC12257,"J & P Cam Recreation Reserve,",,Claredon,Street,Cranbourne,3977.0,-38.102714,145.271077,20218,Australian Rules Football,11 - 25 Years,3. Average,Upgrade in progress,Casey
CASEYC12310,"Kalora Park Rec. Reserve,",,Fox,Road,Narre Warren North,3805.0,-37.991078,145.30536899999998,20351,Australian Rules Football,26 - 50 Years,3. Average,1 - 5 Years,Casey
CASEYC12259,"Lawson Poole Recreation Reserve,",,Lesdon,Avenue,Cranbourne,3977.0,-38.083526,145.274553,20222,Australian Rules Football,11 - 25 Years,3. Average,1 - 5 Years,Casey
CASEYC12306,Max Pawsey Recreation Reserve,,Magid,Drive,Narre Warren,3805.0,-38.017492,145.298057,20336,Australian Rules Football,11 - 25 Years,4. Good,1 - 5 Years,Casey
CASEYC12311,"Narre Warren Nth Recreation Reserve,",,Belgrave-hallam,Road,Narre Warren North,3805.0,-37.987625,145.288203,20354,Australian Rules Football,0 - 5 Years,5. Very Good,,Casey
CASEYC12321,"Pearcedale Recreation Reserve,",,Baxter-Tooradin,Road,Pearcedale,3912.0,-38.203520000000005,145.228467,20369,Australian Rules Football,26 - 50 Years,4. Good,1 - 5 Years,Casey
CASEYC12266,"Power Road Recreation Reserve,",,Power,Road,Doveton,3177.0,-37.980461,145.24112399999999,20256,Australian Rules Football,26 - 50 Years,3. Average,1 - 5 Years,Casey
CASEYC12285,"Reid Robinson Rec. Reserve,",,Oak,Avenue,Eumemmerring,3802.0,-37.996774,145.242946,20290,Australian Rules Football,26 - 50 Years,2. Poor,< 1 Years,Casey
CASEYC12295,"Robert Booth Recreation Reserve,",,Sommerville,Road,Hampton Park,3976.0,-38.030024,145.258671,20316,Australian Rules Football,26 - 50 Years,5. Very Good,Upgrade in progress,Casey
CASEYC12322,"Rutter Park Reserve,",2920,South Gippsland,Highway,Tooradin,3980.0,-38.216527,145.38644399999998,20375,Australian Rules Football,0 - 5 Years,4. Good,,Casey
CASEYC12275,"Singleton Recreation Reserve,",,Singleton,Drive,Endeavour Hills,3802.0,-37.980307,145.270819,20271,Australian Rules Football,0 - 5 Years,5. Very Good,,Casey
CASEYC12316,"Strathaird Rec. Reserve,",,Strathaird,Drive,Narre Warren South,3805.0,-38.062273,145.28983799999997,20362,Australian Rules Football,6 - 10 Years,4. Good,,Casey
CASEYC12307,"Sweeney Recreation Reserve,",,Golf Links,Road,Narre Warren,3805.0,-38.039175,145.327194,20342,Australian Rules Football,11 - 25 Years,3. Average,Upgrade in progress,Casey
CASEYC12323,"Tooradin Recreation Reserve,",68,South Gippsland,Highway,Tooradin,3980.0,-38.210669,145.37535,20377,Australian Rules Football,0 - 5 Years,5. Very Good,,Casey
CASEYC12324,"Warneet Recreation Reserve,",,Warneet,Road,Warneet,3980.0,-38.219145000000005,145.31346100000002,20381,Australian Rules Football,11 - 25 Years,3. Average,,Casey
CASEYC12236,Berwick Leisure Centre,79,Manuka,Road,Berwick,3806.0,-38.030319,145.365332,20179,Badminton,11 - 25 Years,3. Average,1 - 5 Years,Casey
CASEYC12277,Endeavour Hills Leisure Centre,10,Raymond MCMahon,Boulevard,Endeavour Hills,3802.0,-37.978588,145.25978500000002,20277,Badminton,11 - 25 Years,4. Good,Upgrade in progress,Casey
CASEYC12243,Cyril Molyneaux Reserve,,Mansfield,Street,Berwick,3806.0,-38.030161,145.326314,20189,Baseball,11 - 25 Years,4. Good,1 - 5 Years,Casey
CASEYC12299,Banjo Patterson Park,,Patterson,Drive,Lynbrook,3975.0,-38.056559,145.24987,20327,Basketball,,,,Casey
CASEYC12249,Casey Indoor Leisure Centre,,New Holland,Drive,Cranbourne,3977.0,-38.112772,145.29404499999998,27949,Basketball,,,,Casey
