Facility_ID,FacilityName,StreetNo,StreetName,StreetType,SuburbTown,Postcode,Latitude,Longitude,FaciltySportPlayedID,SportsPlayed,FacilityAge,FacilityCondition,FacilityUpgradeAge,LGA
KINGST10961,Le Page Reserve,,Herald,Street,Cheltenham,3192.0,-37.958721999999995,145.070778,25489,Australian Rules Football,11 - 25 Years,2. Poor,11 + Years,Kingston
KINGST10963,Memorial Oval (Edithvale Common),,Edithvale,Road,Chelsea Heights,3196.0,-38.033044,145.119172,25492,Australian Rules Football,6 - 10 Years,3. Average,1 - 5 Years,Kingston
KINGST10966,Mentone Reserve,,Brindisi,Street,Mentone,3194.0,-37.984635,145.063141,25501,Australian Rules Football,26 - 50 Years,3. Average,6 - 10 Years,Kingston
KINGST10972,Namatjira Reserve,,Newport,Road,Clayton South,3169.0,-37.93217,145.111131,25514,Australian Rules Football,11 - 25 Years,2. Poor,6 - 10 Years,Kingston
KINGST10978,Regents Park,,Sixth,Avenue,Aspendale,3195.0,-38.031779,145.108827,25525,Australian Rules Football,11 - 25 Years,3. Average,11 + Years,Kingston
KINGST10981,Roy Dore Reserve,,Dyson,Road,Carrum,3197.0,-38.077356,145.133075,25533,Australian Rules Football,11 - 25 Years,3. Average,11 + Years,Kingston
KINGST10986,Southern Road Reserve,,Acacia,Avenue,Mentone,3194.0,-37.982052,145.086253,25540,Australian Rules Football,11 - 25 Years,3. Average,11 + Years,Kingston
KINGST10989,St Kilda Football Gorund,,Linton,Street,Heatherton,3202.0,-37.937809,145.04340200000001,25544,Australian Rules Football,,,,Kingston
KINGST10992,Walter Galt Reserve,,Victoria,Street,Parkdale,3194.0,-37.990834,145.089748,25547,Australian Rules Football,0 - 5 Years,5. Very Good,11 + Years,Kingston
KINGST10918,Bicentennial Park,,Sturdee,Street,Chelsea,3196.0,-38.051045,145.128231,25414,Baseball,11 - 25 Years,4. Good,11 + Years,Kingston
KINGST10943,Edithvale Recreation Reserve,,Edithvale,Road,Edithvale,3196.0,-38.036144,145.11918,25456,Baseball,,,Upgrade in progress,Kingston
KINGST10959,Kingston Heath Reserve,,Farm,Road,Heatherton,3202.0,-37.966803000000006,145.089177,25482,Baseball,11 - 25 Years,5. Very Good,6 - 10 Years,Kingston
KINGST10980,Rowan Rd Reserve,,Rowan,Road,Dingley Village,3172.0,-37.982073,145.142252,25529,Baseball,11 - 25 Years,3. Average,6 - 10 Years,Kingston
KINGST10925,Chelsea Basketball Stadium,,Cannes,Avenue,Carrum,3197.0,-38.061687,145.129178,25428,Basketball,11 - 25 Years,3. Average,11 + Years,Kingston
KINGST10971,Mordialloc Community Centre,,Warren,Road,Mordialloc,3195.0,-37.991215000000004,145.091893,25509,Basketball,,,,Kingston
KINGST10916,Beazley Reserve,172,Thames,Promenade,Chelsea Heights,3196.0,-38.047872999999996,145.13189599999998,25410,Cricket,0 - 5 Years,5. Very Good,11 + Years,Kingston
KINGST10917,Ben Kavanagh Reserve,,McDonald,Street,Mordialloc,3195.0,-38.003569,145.091926,25413,Cricket,51 Years +,2. Poor,1 - 5 Years,Kingston
KINGST10919,BonBeach Sports Reserve,,Cannes,Avenue,Carrum,3197.0,-38.061687,145.129178,25419,Cricket,11 - 25 Years,3. Average,1 - 5 Years,Kingston
KINGST10919,BonBeach Sports Reserve,,Cannes,Avenue,Carrum,3197.0,-38.061687,145.129178,25418,Cricket,,,,Kingston
KINGST10921,Breeze Street School Reserve,,Breeze,Street,Bonbeach,3196.0,-38.06582,145.127713,25421,Cricket,,,,Kingston
KINGST10922,Browns Reserve,,James,Avenue,Mordialloc,3195.0,-38.012406,145.100345,25422,Cricket,11 - 25 Years,3. Average,11 + Years,Kingston
KINGST10924,Chadwick Reserve,100,Howard,Road,Dingley Village,3172.0,-37.983552,145.120032,25426,Cricket,11 - 25 Years,2. Poor,6 - 10 Years,Kingston
KINGST10928,Chelsea Recreation Reserve,,Beardsworth,Avenue,Chelsea,3196.0,-38.049729,145.124345,25432,Cricket,0 - 5 Years,5. Very Good,11 + Years,Kingston
KINGST10937,Dane Road Reserve,,Dane,Road,Moorabbin,3189.0,-37.941978999999996,145.03822,25442,Cricket,11 - 25 Years,3. Average,11 + Years,Kingston
KINGST10938,Dingley Reserve,,Marcus,Road,Dingley Village,3172.0,-37.983408000000004,145.136268,25446,Cricket,,,,Kingston
KINGST10938,Dingley Reserve,,Marcus,Road,Dingley Village,3172.0,-37.983408000000004,145.136268,25445,Cricket,11 - 25 Years,4. Good,6 - 10 Years,Kingston
KINGST10941,Doug Denyer Reserve,,Crown,Avenue,Mordialloc,3195.0,-38.005075,145.096944,25452,Cricket,6 - 10 Years,4. Good,11 + Years,Kingston
KINGST10946,George Woods Reserve,,Governor,Road,Mordialloc,3195.0,-38.009212,145.098379,25460,Cricket,,,,Kingston
KINGST10947,Gerry Green Reserve,,Imes,Street,Parkdale,3194.0,-37.990905,145.083236,25462,Cricket,11 - 25 Years,3. Average,6 - 10 Years,Kingston
KINGST10974,Glen Street Reserve,,Glen,Street,Aspendale,3195.0,-38.02203,145.102242,25521,Cricket,11 - 25 Years,3. Average,1 - 5 Years,Kingston
KINGST10950,GR Bricker Reserve,,Rowans,Road,Moorabbin,3189.0,-37.941111,145.05143700000002,25466,Cricket,11 - 25 Years,3. Average,11 + Years,Kingston
KINGST10952,Heatherton Recreation Reserve,,Ross,Street,Heatherton,3202.0,-37.968455,145.106688,25470,Cricket,11 - 25 Years,2. Poor,1 - 5 Years,Kingston
KINGST10953,Highett Reserve,,Turner,Road,Highett,3190.0,-37.951004,145.055651,25473,Cricket,,,,Kingston
KINGST10953,Highett Reserve,,Turner,Road,Highett,3190.0,-37.951004,145.055651,25474,Cricket,11 - 25 Years,3. Average,6 - 10 Years,Kingston
KINGST10954,Jack Grut Reserve,,Governor,Road,Mordialloc,3195.0,-38.009212,145.098379,25475,Cricket,11 - 25 Years,2. Poor,6 - 10 Years,Kingston
KINGST10955,Keeley Park,,Clarevale,Street,Clayton South,3169.0,-37.935584000000006,145.124145,25478,Cricket,6 - 10 Years,5. Very Good,11 + Years,Kingston
KINGST10959,Kingston Heath Reserve,,Farm,Road,Heatherton,3202.0,-37.966803000000006,145.089177,25483,Cricket,,,,Kingston
KINGST10961,Le Page Reserve,,Herald,Street,Cheltenham,3192.0,-37.958721999999995,145.070778,25490,Cricket,11 - 25 Years,2. Poor,11 + Years,Kingston
KINGST10963,Memorial Oval (Edithvale Common),,Edithvale,Road,Chelsea Heights,3196.0,-38.033044,145.119172,25493,Cricket,6 - 10 Years,3. Average,1 - 5 Years,Kingston
KINGST10965,Mentone Grammar Sports Ground,,Springvale,Road,Keysborough,3173.0,-37.99905,145.1402,25495,Cricket,,,,Kingston
KINGST10965,Mentone Grammar Sports Ground,,Springvale,Road,Keysborough,3173.0,-37.99905,145.1402,25496,Cricket,,,,Kingston
KINGST10966,Mentone Reserve,,Brindisi,Street,Mentone,3194.0,-37.984635,145.063141,25502,Cricket,26 - 50 Years,3. Average,6 - 10 Years,Kingston
KINGST10972,Namatjira Reserve,,Newport,Road,Clayton South,3169.0,-37.93217,145.111131,25515,Cricket,11 - 25 Years,2. Poor,6 - 10 Years,Kingston
KINGST10978,Regents Park,,Sixth,Avenue,Aspendale,3195.0,-38.031779,145.108827,25526,Cricket,11 - 25 Years,3. Average,11 + Years,Kingston
KINGST10981,Roy Dore Reserve,,Dyson,Road,Carrum,3197.0,-38.077356,145.133075,25534,Cricket,11 - 25 Years,3. Average,11 + Years,Kingston
KINGST10986,Southern Road Reserve,,Acacia,Avenue,Mentone,3194.0,-37.982052,145.086253,25541,Cricket,11 - 25 Years,3. Average,11 + Years,Kingston
KINGST10992,Walter Galt Reserve,,Victoria,Street,Parkdale,3194.0,-37.990834,145.089748,25549,Cricket,0 - 5 Years,5. Very Good,11 + Years,Kingston
KINGST10992,Walter Galt Reserve,,Victoria,Street,Parkdale,3194.0,-37.990834,145.089748,25548,Cricket,0 - 5 Years,5. Very Good,11 + Years,Kingston
KINGST5126,Chelsea Velodrome,,Edithvale,Road,Edithvale,3196.0,-38.03608,145.12013100000001,27291,Cycling,,,,Kingston
KINGST10943,Edithvale Recreation Reserve,,Edithvale,Road,Edithvale,3196.0,-38.036144,145.11918,26705,Cycling,,,Upgrade in progress,Kingston
KINGST5312,Lakewood Boulevard Circuit,,Endevour,Way,Braeside,3195.0,-38.0028,145.11778,27560,Cycling,,,,Kingston
KINGST10944,Anytime Fitness Cheltenham,10,Jamieson,Street,Cheltenham,3192.0,-37.960408,145.055455,25458,Gym / Fitness,,,,Kingston
KINGST10915,Beach House Health & Fitness Chelsea Heights,4,Ashley Park,Drive,Chelsea Heights,3196.0,-38.037529,145.13708300000002,25408,Gym / Fitness,,,,Kingston
KINGST10940,Don Tatnell Leisure Centre,,Warren,Road,Mordialloc,3195.0,-37.990834,145.089748,25450,Gym / Fitness,,,,Kingston
KINGST10935,Fitness is Fun,278,Como,Parade,Parkdale,3194.0,-37.993904,145.076483,25440,Gym / Fitness,,,,Kingston
KINGST10948,Goodlife Health Club,,Tootal,Road,Dingley Village,3172.0,-37.973309,145.119814,25464,Gym / Fitness,,,,Kingston
KINGST10945,Goodlife Health Club Chelsea Heights,93,Wells,Road,Chelsea Heights,3196.0,-38.033153000000006,145.134297,25459,Gym / Fitness,,,,Kingston
KINGST10934,Kennedy's Health and Fitness,4/227,Wells,Road,Chelsea Heights,3196.0,-38.042087,145.13978600000002,25439,Gym / Fitness,,,,Kingston
KINGST5562,Kimekai MMA,227,Wells,Road,Chelsea Heights,3172.0,-38.042056,145.139181,27913,Gym / Fitness,,,,Kingston
KINGST10971,Mordialloc Community Centre,,Warren,Road,Mordialloc,3195.0,-37.991215000000004,145.091893,25511,Gym / Fitness,,,,Kingston
KINGST10977,Push It Fitness & Health,258,Charman,Road,Cheltenham,3192.0,-37.968661,145.0553,25524,Gym / Fitness,,,,Kingston
KINGST10982,Self-ish Health Club,150,Chesterville,Road,Cheltenham,3192.0,-37.962973,145.056148,25536,Gym / Fitness,,,,Kingston
KINGST10984,Slendy,47,Patterson,Street,Bonbeach,3196.0,-38.067962,145.122876,25538,Gym / Fitness,,,,Kingston
KINGST10993,Waves Leisure Centre,111,Chesterville,Road,Highett,3190.0,-37.950974,145.056989,25550,Gym / Fitness,,,,Kingston
KINGST10923,Capital Golf Course,,Ross,Street,Heatherton,3202.0,-37.967164000000004,145.104052,25424,Golf,,,,Kingston
KINGST10927,Chelsea Public Golf Course,,Fraser,Avenue,Edithvale,3196.0,-38.036458,145.12268600000002,25430,Golf,11 - 25 Years,4. Good,11 + Years,Kingston
KINGST10933,Commonwealth Golf Club,,Glennie,Avenue,Oakleigh South,3167.0,-37.929564,145.085432,25438,Golf,,,,Kingston
KINGST10958,Kingston Heath Golf Club,,Kingston,Road,Heatherton,3202.0,-37.955118,145.085879,25481,Golf,,,,Kingston
KINGST10960,Kingswood Golf Club,,Centre Dandenong,Road,Dingley Village,3172.0,-37.977531,145.12621000000001,25488,Golf,,,,Kingston
KINGST10976,Patterson River Country Club,,Breeze,Street,Bonbeach,3196.0,-38.06582,145.127713,25523,Golf,,,,Kingston
KINGST10979,Rossdale Golf Course,,Sixth,Avenue,Aspendale,3195.0,-38.028738,145.106354,25528,Golf,,,,Kingston
KINGST10985,Southern Golf Club,,Lower Dandenong,Road,Dingley Village,3172.0,-37.994805,145.139718,25539,Golf,,,,Kingston
KINGST10987,Springvale Golf Course,,Graham,Road,Clayton South,3169.0,-37.952688,145.132665,25542,Golf,,,,Kingston
KINGST10988,Springvale Public Golf Course,,Centre Dandenong,Road,Dingley Village,3172.0,-37.989276000000004,145.142303,25543,Golf,,,,Kingston
KINGST10994,Woodlands Golf Club,,White,Street,Parkdale,3194.0,-37.99962,145.097996,25552,Golf,,,,Kingston
KINGST11451,Cheltnam Youth Club,52,Tarnard,Drive,Braeside,3195.0,-37.98977,145.114716,27332,Gymnastics,,,,Kingston
KINGST11491,Mordialloc Gymnastic Club,115,Warren,Road,Mordialloc,3195.0,-37.991628999999996,145.092746,27333,Gymnastics,,,,Kingston
KINGST11507,Patterson Lakes Gymnastics,70,Thompsons,Road,Patterson Lakes,3197.0,-38.06901,145.143441,27334,Gymnastics,,,,Kingston
KINGST11293,Haileybury College,,Springvale,Road,Keysborough,3173.0,-38.00101,145.13825400000002,27218,Hockey,,,,Kingston
KINGST10959,Kingston Heath Reserve,,Farm,Road,Heatherton,3202.0,-37.966803000000006,145.089177,25484,Hockey,11 - 25 Years,5. Very Good,6 - 10 Years,Kingston
KINGST10965,Mentone Grammar Sports Ground,,Springvale,Road,Keysborough,3173.0,-37.99905,145.1402,25497,Hockey,,,,Kingston
KINGST10965,Mentone Grammar Sports Ground,,Springvale,Road,Keysborough,3173.0,-37.99905,145.1402,25498,Hockey,,,,Kingston
KINGST10971,Mordialloc Community Centre,,Warren,Road,Mordialloc,3195.0,-37.991215000000004,145.091893,25512,Martial Arts,,,,Kingston
KINGST5562,Kimekai MMA,227,Wells,Road,Chelsea Heights,3172.0,-38.042056,145.139181,27914,Martial Arts,,,,Kingston
KINGST10918,Bicentennial Park,,Sturdee,Street,Chelsea,3196.0,-38.051045,145.128231,25415,Netball,0 - 5 Years,5. Very Good,11 + Years,Kingston
KINGST10936,Dales Park,,Washington,Road,Clayton,3168.0,-37.934468,145.081248,25441,Netball,11 - 25 Years,4. Good,1 - 5 Years,Kingston
KINGST10971,Mordialloc Community Centre,,Warren,Road,Mordialloc,3195.0,-37.991215000000004,145.091893,25513,Netball,,,,Kingston
KINGST10980,Rowan Rd Reserve,,Rowan,Road,Dingley Village,3172.0,-37.982073,145.142252,25530,Netball,6 - 10 Years,5. Very Good,11 + Years,Kingston
KINGST10968,Moorabbin Indoor Tennis,,Cochranes,Road,Moorabbin,3189.0,-37.943918,145.076842,25504,Netball (Indoor),,,,Kingston
KINGST10957,Keys Road Reserve,,Keys,Road,Cheltenham,3192.0,-37.950384,145.06898600000002,25480,Rugby,0 - 5 Years,5. Very Good,11 + Years,Kingston
KINGST10918,Bicentennial Park,,Sturdee,Street,Chelsea,3196.0,-38.051045,145.128231,25416,Skating,6 - 10 Years,4. Good,1 - 5 Years,Kingston
KINGST10972,Namatjira Reserve,,Newport,Road,Clayton South,3169.0,-37.93217,145.111131,25516,Skating,,,,Kingston
KINGST10980,Rowan Rd Reserve,,Rowan,Road,Dingley Village,3172.0,-37.982073,145.142252,25531,Skating,,,,Kingston
KINGST10983,Sir William Fry Reserve,,Nepean,Highway,Highett,3190.0,-37.956513,145.049628,25537,Skating,11 - 25 Years,3. Average,1 - 5 Years,Kingston
KINGST10922,Browns Reserve,,James,Avenue,Mordialloc,3195.0,-38.012406,145.100345,25423,Soccer,11 - 25 Years,3. Average,11 + Years,Kingston
KINGST10924,Chadwick Reserve,100,Howard,Road,Dingley Village,3172.0,-37.983552,145.120032,25427,Soccer,11 - 25 Years,2. Poor,6 - 10 Years,Kingston
KINGST10943,Edithvale Recreation Reserve,,Edithvale,Road,Edithvale,3196.0,-38.036144,145.11918,25457,Soccer,,,Upgrade in progress,Kingston
KINGST10951,Grange Reserve,,Osborne,Avenue,Clayton South,3169.0,-37.945332,145.13053,25467,Soccer,11 - 25 Years,3. Average,1 - 5 Years,Kingston
KINGST10954,Jack Grut Reserve,,Governor,Road,Mordialloc,3195.0,-38.009212,145.098379,25476,Soccer,11 - 25 Years,2. Poor,6 - 10 Years,Kingston
KINGST10955,Keeley Park,,Clarevale,Street,Clayton South,3169.0,-37.935584000000006,145.124145,25479,Soccer,6 - 10 Years,5. Very Good,11 + Years,Kingston
KINGST10959,Kingston Heath Reserve,,Farm,Road,Heatherton,3202.0,-37.966803000000006,145.089177,25486,Soccer,0 - 5 Years,5. Very Good,11 + Years,Kingston
KINGST10959,Kingston Heath Reserve,,Farm,Road,Heatherton,3202.0,-37.966803000000006,145.089177,25485,Soccer,0 - 5 Years,5. Very Good,11 + Years,Kingston
KINGST10965,Mentone Grammar Sports Ground,,Springvale,Road,Keysborough,3173.0,-37.99905,145.1402,25499,Soccer,,,,Kingston
KINGST10968,Moorabbin Indoor Tennis,,Cochranes,Road,Moorabbin,3189.0,-37.943918,145.076842,25505,Soccer (Indoor),,,,Kingston
KINGST10969,Moorabbin Sqush and Fitness Centre,10,Inderpendance,Street,Moorabbin,3189.0,-37.941458000000004,145.057781,25507,Squash / Racquetball,,,,Kingston
KINGST11222,Aspendale Life Saving Club,,Groves,Street,Aspendale,3195.0,-38.028058,145.100721,27211,Surf Life Saving,,,,Kingston
KINGST11223,Bonbeach Life Saving Club,,Lord Weaver,Grove,Bonbeach,3196.0,-38.064991,145.118002,27212,Surf Life Saving,,,,Kingston
KINGST11224,Carrum Surf Life Saving Club,,Johnson Foreshore,Reserve,Carrum,3197.0,-38.076319,145.121237,27213,Surf Life Saving,,,,Kingston
KINGST11225,Chelsea Longbeach Surf Life Saving Club,,The,Strand,Chelsea,3196.0,-38.053061,145.11356999999998,27214,Surf Life Saving,,,,Kingston
KINGST11226,Edithvale Life Saving Club,,The,Esplanade,Edithvale,3196.0,-38.038767,145.106685,27215,Surf Life Saving,,,,Kingston
KINGST11228,Mentone Life Saving Club,,beach,Road,Mentone,3194.0,-37.988684,145.05871299999998,27216,Surf Life Saving,,,,Kingston
KINGST11229,Mordialloc Life Saving Club,,beach,Road,Mordialloc,3195.0,-38.007243,145.08330800000002,27217,Surf Life Saving,,,,Kingston
KINGST10914,Bayside Aquatics,,Lucerne,Street,Mentone,3194.0,-37.987799,145.069459,25407,Swimming,,,,Kingston
KINGST10940,Don Tatnell Leisure Centre,,Warren,Road,Mordialloc,3195.0,-37.990834,145.089748,25451,Swimming,26 - 50 Years,4. Good,6 - 10 Years,Kingston
KINGST10991,Toby Haenen Swim Centre,10,Ashley Park,Drive,Chelsea Heights,3196.0,-38.039093,145.13786299999998,25546,Swimming,,,,Kingston
KINGST10993,Waves Leisure Centre,111,Chesterville,Road,Highett,3190.0,-37.950974,145.056989,25551,Swimming,11 - 25 Years,4. Good,1 - 5 Years,Kingston
KINGST10968,Moorabbin Indoor Tennis,,Cochranes,Road,Moorabbin,3189.0,-37.943918,145.076842,25506,Tennis,,,,Kingston
KINGST10916,Beazley Reserve,172,Thames,Promenade,Chelsea Heights,3196.0,-38.047872999999996,145.13189599999998,25411,Tennis (Outdoor),11 - 25 Years,2. Poor,6 - 10 Years,Kingston
KINGST10923,Capital Golf Course,,Ross,Street,Heatherton,3202.0,-37.967164000000004,145.104052,25425,Tennis (Outdoor),,,,Kingston
KINGST10928,Chelsea Recreation Reserve,,Beardsworth,Avenue,Chelsea,3196.0,-38.049729,145.124345,25434,Tennis (Outdoor),11 - 25 Years,3. Average,11 + Years,Kingston
KINGST10931,Clarinda Tennis Club,,Crawford,Road,Clarinda,3169.0,-37.928776,145.101673,25436,Tennis (Outdoor),11 - 25 Years,4. Good,,Kingston
KINGST10937,Dane Road Reserve,,Dane,Road,Moorabbin,3189.0,-37.941978999999996,145.03822,25443,Tennis (Outdoor),26 - 50 Years,2. Poor,6 - 10 Years,Kingston
KINGST10939,Dolomore Reserve,,First,Street,Mentone,3194.0,-37.983995,145.073156,25448,Tennis (Outdoor),11 - 25 Years,4. Good,11 + Years,Kingston
KINGST10939,Dolomore Reserve,,First,Street,Mentone,3194.0,-37.983995,145.073156,25449,Tennis (Outdoor),11 - 25 Years,4. Good,11 + Years,Kingston
KINGST10941,Doug Denyer Reserve,,Crown,Avenue,Mordialloc,3195.0,-38.005075,145.096944,25453,Tennis (Outdoor),,,,Kingston
KINGST10947,Gerry Green Reserve,,Imes,Street,Parkdale,3194.0,-37.990905,145.083236,25463,Tennis (Outdoor),11 - 25 Years,4. Good,11 + Years,Kingston
KINGST10951,Grange Reserve,,Osborne,Avenue,Clayton South,3169.0,-37.945332,145.13053,25468,Tennis (Outdoor),11 - 25 Years,3. Average,11 + Years,Kingston
KINGST10959,Kingston Heath Reserve,,Farm,Road,Heatherton,3202.0,-37.966803000000006,145.089177,25487,Tennis (Outdoor),11 - 25 Years,3. Average,,Kingston
KINGST10961,Le Page Reserve,,Herald,Street,Cheltenham,3192.0,-37.958721999999995,145.070778,25491,Tennis (Outdoor),26 - 50 Years,3. Average,6 - 10 Years,Kingston
KINGST10965,Mentone Grammar Sports Ground,,Springvale,Road,Keysborough,3173.0,-37.99905,145.1402,25500,Tennis (Outdoor),,,,Kingston
KINGST10972,Namatjira Reserve,,Newport,Road,Clayton South,3169.0,-37.93217,145.111131,25517,Tennis (Outdoor),,,,Kingston
KINGST10978,Regents Park,,Sixth,Avenue,Aspendale,3195.0,-38.031779,145.108827,25527,Tennis (Outdoor),11 - 25 Years,2. Poor,6 - 10 Years,Kingston
KINGST10980,Rowan Rd Reserve,,Rowan,Road,Dingley Village,3172.0,-37.982073,145.142252,25532,Tennis (Outdoor),11 - 25 Years,4. Good,11 + Years,Kingston
KINGST10981,Roy Dore Reserve,,Dyson,Road,Carrum,3197.0,-38.077356,145.133075,25535,Tennis (Outdoor),11 - 25 Years,1. Very Poor,6 - 10 Years,Kingston
KINGST10990,St Louis De Montfort Tennis Club,,Dolphin,Street,Aspendale,3195.0,-38.017165999999996,145.102389,25545,Tennis (Outdoor),,,,Kingston
KNOXCI8544,Beach House Health & Fitness Boronia,9/163,Boronia,Road,Boronia,3155.0,-37.861,145.2815,24315,Aerobics,,,,Knox
KNOXCI8549,Boronia Busybodies Health & Fitness Centre,29,Erica,Avenue,Boronia,3155.0,-37.861278000000006,145.284043,24324,Aerobics,,,,Knox
KNOXCI8557,Curves Ferntree Gully,5/718,Burwood,Highway,Ferntree Gully,3156.0,-37.879,145.265,24344,Aerobics,,,,Knox
KNOXCI8564,Fernwood Women's Health Club,6/1849,Ferntree Gully,Road,Ferntree Gully,3156.0,-37.882865,145.272334,24362,Aerobics,,,,Knox
KNOXCI8566,Fitness First Health Clubs,509,Burwood,Highway,Wantirna South,3152.0,-37.869,145.243,24365,Aerobics,,,,Knox
KNOXCI8568,Future Health & Fitness,6,Laser,Drive,Rowville,3178.0,-37.91,145.2445,24368,Aerobics,,,,Knox
KNOXCI8569,Genesis Wantirna,258,Scoresby,Road,Wantirna,3152.0,-37.868207,145.260975,24371,Aerobics,,,,Knox
KNOXCI8574,Goodlife Health Clubs,141,Mountain,Highway,Wantirna,3152.0,-37.854284,145.21717900000002,24382,Aerobics,,,,Knox
KNOXCI8578,Jetts Fitness Boronia,3/241,Dorset,Road,Boronia,3155.0,-37.861222999999995,145.285471,24400,Aerobics,,,,Knox
KNOXCI8586,Knox Leisureworks YMCA,,Tormore,Road,Boronia,3155.0,-37.85695,145.278334,24419,Aerobics,,,,Knox
KNOXCI8604,Platinum Health & Fitness Centre,,Corporate,Avenue,Rowville,3178.0,-37.920156,145.218242,24459,Aerobics,,,,Knox
KNOXCI8624,Winning Physique Gym,3/170,Underwood,Drive,Ferntree Gully,3178.0,-37.881857000000004,145.2965,24508,Aerobics,,,,Knox
KNOXCI8625,Wow Health & Fitness,26/111,Lewis,Road,Wantirna South,3152.0,-37.8705,145.2495,24510,Aerobics,,,,Knox
KNOXCI8579,Kings Park Reserve,,Willow,Road,Upper Ferntree Gully,3156.0,-37.895894,145.300602,24402,Athletics,,,,Knox
KNOXCI8588,Knox Park Sporting Complex,,Bunjil,Way,Knoxfield,3180.0,-37.897447,145.25831200000002,24426,Athletics,,,,Knox
KNOXCI8541,Batterham Reserve,,Miller,Road,The Basin,3154.0,-37.854228000000006,145.301144,24306,Australian Rules Football,,,,Knox
KNOXCI8546,Benedikt Reserve,,Benedikt,Court,Scoresby,3179.0,-37.892945000000005,145.236377,24318,Australian Rules Football,,,,Knox
KNOXCI8552,Carrington Park Reserve,,Ferntree Gully,Road,Knoxfield,3180.0,-37.896229999999996,145.24393500000002,24328,Australian Rules Football,,,,Knox
KNOXCI8554,Chandler Park Reserve,,Chandler,Road,Boronia,3155.0,-37.860864,145.290982,24336,Australian Rules Football,,,,Knox
KNOXCI11074,Dobson Park Reserve,,Dorset,Road,Ferntree Gully,3156.0,-37.877866,145.285869,24297,Australian Rules Football,,,,Knox
KNOXCI8560,Eildon Park Reserve,,Eildon,Parade,Rowville,3178.0,-37.918433,145.252051,24350,Australian Rules Football,,,,Knox
KNOXCI8562,Fairpark Reserve,,Manuka,Drive,Ferntree Gully,3156.0,-37.868789,145.263283,24356,Australian Rules Football,,,,Knox
KNOXCI8579,Kings Park Reserve,,Willow,Road,Upper Ferntree Gully,3156.0,-37.895894,145.300602,24403,Australian Rules Football,,,,Knox
KNOXCI8583,Knox Gardens Reserve,,Argyle,Way,Wantirna South,3152.0,-37.881089,145.226664,24411,Australian Rules Football,,,,Knox
KNOXCI8591,Lakesfield Reserve,,Lakesfield,Drive,Lysterfield,3156.0,-37.912384,145.278083,24430,Australian Rules Football,,,,Knox
KNOXCI8593,Lewis Park Reserve,,Lewis,Road,Wantirna South,3152.0,-37.865221999999996,145.246971,24436,Australian Rules Football,,,,Knox
KNOXCI8594,Liberty Avenue Reserve,,Liberty,Avenue,Rowville,3178.0,-37.93122,145.242051,24438,Australian Rules Football,,,,Knox
KNOXCI8543,Marie Wallace Bayswater Park,,Bayswater,Road,Bayswater,3153.0,-37.837551,145.269533,24312,Australian Rules Football,,,,Knox
KNOXCI8597,Miller Park Reserve,,Mountain,Highway,The Basin,3154.0,-37.847384999999996,145.30611000000002,24444,Australian Rules Football,,,,Knox
KNOXCI8603,Pickett Reserve,,Commercial,Road,Ferntree Gully,3156.0,-37.881457,145.276892,24457,Australian Rules Football,,,,Knox
KNOXCI8607,Rowville Recreation Reserve,,Stud,Road,Rowville,3178.0,-37.943862,145.231053,24472,Australian Rules Football,,,,Knox
KNOXCI8561,Scoresby Recreation Reserve (Exner Reserve),,Stud,Road,Scoresby,3179.0,-37.897397999999995,145.230703,24353,Australian Rules Football,,,,Knox
KNOXCI8612,Stud Park Reserve,,Fulham,Road,Rowville,3178.0,-37.921134,145.239225,24485,Australian Rules Football,,,,Knox
KNOXCI8617,Tormore Reserve,,Tormore,Road,Boronia,3155.0,-37.860161,145.27973799999998,24493,Australian Rules Football,,,,Knox
KNOXCI8618,Walker Reserve,,Tyner,Road,Wantirna South,3152.0,-37.873306,145.239168,24495,Australian Rules Football,,,,Knox
KNOXCI8563,Wally Tew Reserve,,Brenock Park,Drive,Ferntree Gully,3156.0,-37.891451,145.29265900000001,24359,Australian Rules Football,,,,Knox
KNOXCI8619,Wantirna Reserve,,Mountain,Highway,Wantirna,3152.0,-37.857561,145.210701,24499,Australian Rules Football,,,,Knox
KNOXCI8623,Windermere Reserve,,Windermere,Drive,Ferntree Gully,3156.0,-37.896963,145.26341000000002,24505,Australian Rules Football,,,,Knox
KNOXCI8606,Rowville Community Centre,20,Fulham,Road,Rowville,3178.0,-37.919609,145.239588,24462,Badminton,,,,Knox
KNOXCI8570,Gilbert Park Reserve,,Forbes,Close,Knoxfield,3180.0,-37.896456,145.25073899999998,24376,Baseball,,,,Knox
KNOXCI8579,Kings Park Reserve,,Willow,Road,Upper Ferntree Gully,3156.0,-37.895894,145.300602,24404,Baseball,,,,Knox
KNOXCI8542,Bayswater Indoor Soccer Centre,13,Burton,Court,Bayswater,3153.0,-37.845958,145.271516,24309,Basketball,,,,Knox
KNOXCI8553,Carrington Park Leisure Centre,20,O'Connor,Road,Knoxfield,3180.0,-37.895309000000005,145.242961,24332,Basketball,,,,Knox
KNOXCI8574,Goodlife Health Clubs,141,Mountain,Highway,Wantirna,3152.0,-37.854284,145.21717900000002,24383,Basketball,,,,Knox
KNOXCI8581,Knox Basketball Stadium,,Park,Crescent,Boronia,3155.0,-37.864488,145.283504,24408,Basketball,,,,Knox
